,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,cons.conf.idx,euribor3m,y
1074,45.0,12,2,8,0,0,1,1,5,4,62,6.0,999,0,3,-36.4,4.86,1
1075,29.0,2,3,1,2,1,0,0,5,5,206,1.0,999,0,3,-46.2,1.313,1
1076,41.0,5,2,3,0,0,0,0,11,4,329,2.0,999,0,3,-42.0,4.076,1
1077,47.0,10,2,6,0,1,0,0,8,3,58,3.0,999,0,3,-36.1,4.964,1
1078,39.0,10,2,3,2,2,2,0,7,1,139,1.0,999,0,3,-42.7,4.96,1
1079,38.0,2,2,3,2,0,1,0,4,5,61,2.0,999,2,1,-47.1,1.405,1
1080,60.0,6,1,4,0,1,0,1,5,4,223,2.0,999,0,3,-36.4,4.855,1
1081,31.0,1,2,7,0,1,0,0,11,4,188,2.0,999,0,3,-42.0,4.076,1
1082,39.0,10,1,7,0,0,1,1,10,1,2016,1.0,999,0,3,-40.4,5.0,0
1083,46.0,1,3,4,0,1,1,0,11,5,116,2.0,999,1,1,-42.0,4.021,1
1084,44.0,1,3,3,0,1,1,0,7,1,145,5.0,999,0,3,-42.7,4.96,1
1085,32.0,7,3,7,0,1,0,0,4,4,441,2.0,999,0,3,-47.1,1.365,1
1086,33.0,2,2,2,0,1,0,0,4,3,165,2.0,999,0,3,-47.1,1.498,0
1087,54.0,2,2,3,2,0,0,0,5,4,98,1.0,999,0,3,-46.2,1.327,1
1088,30.0,2,2,2,0,0,0,1,5,5,88,2.0,999,0,3,-36.4,4.864,1
1089,27.0,2,2,3,0,1,0,1,5,4,491,1.0,999,0,3,-36.4,4.855,1
1090,41.0,2,2,2,0,0,0,0,5,2,897,4.0,999,0,3,-46.2,1.291,0
1091,33.0,2,3,4,0,0,0,0,3,3,278,2.0,999,0,3,-50.0,1.602,0
1092,47.0,4,2,7,0,1,0,0,8,1,232,2.0,999,0,3,-31.4,0.843,0
1093,44.0,11,2,3,0,0,0,1,6,5,9,8.0,999,0,3,-41.8,4.959,1
1094,36.0,2,2,2,0,1,1,0,4,5,91,1.0,999,0,3,-47.1,1.405,1
1095,41.0,1,2,7,2,1,0,0,8,4,15,9.0,999,0,3,-36.1,4.962,1
1096,46.0,10,1,1,2,1,0,0,11,2,262,2.0,999,0,3,-42.0,4.153,1
1097,31.0,8,3,4,0,1,0,0,5,3,152,1.0,999,1,1,-46.2,1.281,1
1098,46.0,2,3,7,0,0,0,0,4,1,1422,2.0,999,0,3,-47.1,1.405,0
1099,39.0,1,2,7,0,1,0,0,5,5,175,1.0,999,0,3,-46.2,1.25,1
1100,39.0,1,3,4,0,1,0,0,5,3,130,3.0,999,0,3,-46.2,1.27,1
1101,32.0,1,2,7,0,0,0,1,7,4,136,1.0,999,0,3,-42.7,4.963,1
1102,32.0,1,2,7,0,0,0,0,7,3,543,3.0,999,0,3,-42.7,4.963,0
1103,25.0,1,3,4,0,1,1,0,8,3,121,1.0,999,0,3,-31.4,0.879,1
1104,37.0,10,3,6,0,1,0,0,8,1,76,1.0,999,0,3,-36.1,4.965,1
1105,32.0,2,3,3,0,0,0,1,5,1,178,2.0,999,0,3,-36.4,4.857,1
1106,45.0,1,2,7,0,1,0,0,9,5,64,1.0,999,2,1,-29.8,0.741,1
1107,49.0,2,2,1,2,1,0,1,5,4,143,1.0,999,0,3,-36.4,4.855,1
1108,42.0,8,2,3,0,1,0,0,5,5,152,1.0,999,1,1,-46.2,1.25,1
1109,27.0,9,1,8,0,0,0,1,9,3,9,1.0,999,0,3,-37.5,0.88,1
1110,26.0,2,2,1,0,0,0,1,6,5,25,5.0,999,0,3,-41.8,4.959,1
1111,45.0,2,2,8,2,1,0,0,4,5,303,1.0,999,0,3,-47.1,1.405,1
1112,33.0,8,2,4,0,0,0,0,5,2,69,1.0,999,0,3,-46.2,1.344,1
1113,38.0,1,1,4,0,1,0,0,6,3,1361,1.0,999,1,1,-40.8,1.26,1
1114,44.0,1,3,7,0,1,0,0,11,4,22,4.0,999,0,3,-42.0,4.076,1
1115,35.0,10,2,7,2,1,0,0,11,3,108,1.0,999,0,3,-42.0,4.12,1
1116,38.0,2,2,3,0,1,0,0,4,1,22,4.0,999,0,3,-47.1,1.405,1
1117,58.0,6,2,1,0,1,1,0,8,5,89,3.0,999,0,3,-36.1,4.963,1
1118,24.0,10,3,3,0,0,0,1,6,5,111,3.0,999,0,3,-41.8,4.947,1
1119,54.0,8,2,1,2,1,0,1,5,1,566,7.0,999,0,3,-36.4,4.857,1
1120,37.0,10,2,7,0,0,0,0,8,4,716,1.0,999,0,3,-36.1,4.962,0
1121,39.0,1,2,4,0,1,0,0,5,2,217,1.0,999,0,3,-46.2,1.266,1
1122,41.0,1,3,7,0,1,1,0,11,5,45,2.0,999,0,3,-42.0,4.021,1
1123,33.0,1,2,4,0,1,0,1,6,1,966,3.0,999,0,3,-41.8,4.865,1
1124,39.0,4,2,1,0,1,0,1,6,1,44,4.0,999,0,3,-41.8,4.961,1
1125,33.0,1,2,7,0,0,1,0,7,2,255,2.0,999,0,3,-42.7,4.961,1
1126,28.0,2,3,3,0,1,0,1,5,1,120,1.0,999,0,3,-36.4,4.857,1
1127,37.0,10,1,4,0,0,0,0,11,5,635,1.0,999,1,1,-42.0,4.021,0
1128,37.0,2,2,3,0,0,0,1,5,2,298,3.0,999,0,3,-36.4,4.857,1
1129,29.0,2,3,3,0,0,0,0,7,1,135,2.0,999,0,3,-42.7,4.962,1
1130,27.0,2,3,2,0,0,0,1,5,1,350,1.0,999,0,3,-36.4,4.857,1
1131,42.0,10,1,6,0,1,1,0,8,2,158,1.0,999,0,3,-36.1,4.966,1
1132,47.0,8,2,8,0,1,0,0,7,4,43,3.0,999,0,3,-42.7,4.968,1
1133,51.0,11,2,3,2,1,0,1,5,3,360,1.0,999,0,3,-36.4,4.857,1
1134,31.0,1,2,4,0,0,0,1,5,3,469,3.0,999,0,3,-36.4,4.857,1
1135,40.0,4,2,1,0,1,1,1,5,5,62,1.0,999,0,3,-36.4,4.855,1
1136,38.0,2,2,2,2,1,0,1,5,3,476,1.0,999,0,3,-36.4,4.859,0
1137,46.0,1,2,4,0,0,0,1,8,3,231,2.0,999,0,3,-31.4,0.884,0
1138,46.0,5,2,7,0,0,0,0,7,1,338,3.0,999,0,3,-42.7,4.96,1
1139,32.0,1,2,7,0,0,1,0,8,2,301,3.0,999,0,3,-36.1,4.965,1
1140,33.0,1,3,7,0,0,0,0,8,5,35,3.0,999,0,3,-36.1,4.963,1
1141,49.0,1,2,3,0,0,1,0,8,3,100,1.0,999,0,3,-36.1,4.964,1
1142,56.0,1,2,3,0,0,0,0,8,3,338,2.0,4,1,2,-31.4,0.879,0
1143,33.0,2,2,4,0,1,0,0,4,1,52,2.0,999,0,3,-47.1,1.405,1
1144,46.0,1,2,4,0,1,1,1,10,3,149,1.0,999,0,3,-26.9,0.724,1
1145,29.0,1,3,7,2,0,0,0,8,5,88,1.0,999,0,3,-36.1,4.966,1
1146,50.0,1,2,7,0,1,0,1,6,2,199,3.0,999,0,3,-41.8,4.864,1
1147,30.0,3,3,4,0,1,0,0,7,2,85,5.0,999,0,3,-42.7,4.961,1
1148,33.0,1,3,7,0,1,0,0,4,4,305,3.0,999,0,3,-34.6,0.659,0
1149,60.0,2,2,6,0,0,0,1,5,2,59,3.0,999,0,3,-36.4,4.857,1
1150,29.0,5,3,3,0,1,0,1,7,5,11,1.0,999,0,3,-42.7,4.957,1
1151,36.0,2,2,2,0,1,0,0,5,2,94,5.0,999,0,3,-46.2,1.344,1
1152,56.0,6,2,1,0,1,0,1,5,1,102,2.0,999,0,3,-36.4,4.857,1
1153,35.0,12,2,3,0,0,0,1,5,4,241,4.0,999,0,3,-36.4,4.86,1
1154,29.0,1,3,7,0,1,0,0,5,2,88,1.0,999,0,3,-46.2,1.266,1
1155,43.0,5,2,7,2,1,0,0,8,2,268,2.0,999,0,3,-36.1,4.968,1
1156,39.0,1,2,7,0,0,0,1,5,5,78,1.0,999,0,3,-36.4,4.857,1
1157,20.0,9,3,4,0,0,0,0,7,3,74,1.0,999,0,3,-33.6,1.029,1
1158,30.0,10,3,7,0,0,0,0,11,4,168,3.0,999,0,3,-42.0,4.076,1
1159,40.0,2,3,6,0,1,0,0,7,4,498,1.0,999,0,3,-42.7,4.962,1
1160,42.0,1,2,7,0,0,0,0,7,4,1142,5.0,999,0,3,-42.7,4.968,0
1161,28.0,2,3,1,0,1,0,0,5,4,182,1.0,999,0,3,-46.2,1.266,1
1162,36.0,10,2,4,0,1,1,0,4,1,42,1.0,999,0,3,-47.1,1.405,1
1163,47.0,2,3,1,0,1,0,1,5,1,345,2.0,999,0,3,-36.4,4.857,1
1164,50.0,10,2,4,0,0,0,1,5,3,224,5.0,999,0,3,-36.4,4.856,1
1165,29.0,10,3,7,0,1,0,0,11,4,93,1.0,999,1,1,-42.0,4.076,1
1166,29.0,1,3,7,0,1,0,0,7,1,333,2.0,999,0,3,-42.7,4.96,1
1167,30.0,8,3,4,0,1,1,0,5,1,405,1.0,999,2,1,-46.2,1.299,1
1168,42.0,8,1,4,0,1,1,0,7,4,464,1.0,999,0,3,-42.7,4.962,1
1169,40.0,10,2,4,0,1,0,0,8,5,419,1.0,999,0,3,-36.1,4.966,0
1170,35.0,2,2,3,0,1,0,0,7,4,55,14.0,999,0,3,-42.7,4.958,1
1171,48.0,1,2,7,2,0,0,0,11,5,71,9.0,999,0,3,-42.0,4.021,1
1172,51.0,10,3,7,0,0,0,0,6,5,151,2.0,999,0,3,-40.8,1.268,1
1173,30.0,2,2,1,2,0,0,1,5,5,142,3.0,999,1,1,-46.2,1.313,1
1174,35.0,1,3,4,0,0,0,0,5,3,236,3.0,999,0,3,-46.2,1.27,1
1175,45.0,8,2,4,0,1,0,1,6,2,118,7.0,999,0,3,-41.8,4.864,1
1176,41.0,2,2,1,0,1,1,0,5,4,174,2.0,999,0,3,-46.2,1.266,1
1177,41.0,1,3,4,0,0,0,0,5,1,466,2.0,999,0,3,-46.2,1.244,1
1178,48.0,4,2,1,0,0,0,0,8,1,248,1.0,999,0,3,-36.1,4.965,1
1179,33.0,1,2,7,0,1,0,0,8,3,81,3.0,999,0,3,-36.1,4.964,1
1180,31.0,8,3,4,0,1,1,0,7,1,232,1.0,999,0,3,-42.7,4.96,1
1181,58.0,1,2,2,0,1,0,1,5,2,210,3.0,999,0,3,-36.4,4.856,1
1182,25.0,9,3,4,0,1,0,0,10,5,234,1.0,3,1,2,-49.5,1.029,0
1183,36.0,11,2,3,2,1,1,0,5,4,114,2.0,999,0,3,-46.2,1.266,1
1184,28.0,2,3,2,2,1,0,1,5,2,331,2.0,999,0,3,-36.4,4.856,1
1185,20.0,9,3,4,0,1,0,1,4,4,80,1.0,999,0,3,-47.1,1.41,1
1186,58.0,5,2,1,0,1,0,0,11,3,70,5.0,999,0,3,-30.1,0.719,1
1187,45.0,1,2,7,0,0,0,0,11,5,319,1.0,999,3,1,-50.8,1.049,1
1188,44.0,2,1,2,0,0,0,1,5,1,380,1.0,999,0,3,-36.4,4.858,1
1189,35.0,11,3,3,0,0,0,0,7,5,936,1.0,999,0,3,-42.7,4.962,1
1190,25.0,2,3,1,0,0,0,1,5,3,149,3.0,999,0,3,-36.4,4.858,1
1191,42.0,7,2,4,0,0,0,1,5,2,83,1.0,999,0,3,-36.4,4.856,1
1192,25.0,10,3,6,0,1,0,1,5,5,65,1.0,999,0,3,-36.4,4.864,1
1193,53.0,10,2,6,0,0,1,0,7,2,178,11.0,999,0,3,-42.7,4.961,1
1194,38.0,2,2,1,2,0,0,1,6,5,174,3.0,999,0,3,-41.8,4.959,1
1195,33.0,1,2,7,0,1,0,0,6,2,64,1.0,999,0,3,-40.8,1.262,1
1196,41.0,2,2,1,0,1,0,0,5,3,186,2.0,999,0,3,-46.2,1.281,1
1197,56.0,4,2,4,0,0,0,0,5,1,9,8.0,999,0,3,-46.2,1.354,1
1198,32.0,2,2,6,2,1,1,0,4,4,127,3.0,999,0,3,-47.1,1.365,1
1199,31.0,8,2,4,0,0,0,0,6,3,592,4.0,999,0,3,-40.8,1.26,0
1200,32.0,10,2,7,0,1,0,0,11,1,77,1.0,999,0,3,-30.1,0.714,1
1201,29.0,2,2,3,0,0,0,0,5,4,91,1.0,999,0,3,-46.2,1.266,1
1202,56.0,1,2,8,0,1,0,0,8,1,476,2.0,999,0,3,-36.1,4.965,1
1203,47.0,1,2,6,0,0,0,1,6,4,252,1.0,999,0,3,-41.8,4.961,1
1204,32.0,10,2,7,0,1,0,0,11,3,86,1.0,999,0,3,-42.0,4.12,1
1205,25.0,9,3,7,0,0,1,1,6,4,280,6.0,999,1,1,-40.8,1.235,0
1206,37.0,2,2,4,2,1,0,0,5,5,181,3.0,999,0,3,-46.2,1.313,1
1207,35.0,1,2,7,0,1,1,0,5,4,8,9.0,999,0,3,-46.2,1.266,1
1208,41.0,5,2,8,0,1,0,1,5,5,129,3.0,999,0,3,-36.4,4.855,1
1209,60.0,6,1,1,2,1,0,1,6,1,253,4.0,999,0,3,-41.8,4.961,1
1210,41.0,8,1,4,0,1,1,1,6,1,273,1.0,999,0,3,-41.8,4.865,1
1211,37.0,1,1,7,0,1,0,1,5,3,72,1.0,999,0,3,-36.4,4.856,1
1212,35.0,1,3,7,0,1,0,0,6,1,293,1.0,14,1,2,-39.8,0.72,0
1213,31.0,1,1,7,0,0,0,0,3,1,248,4.0,999,0,3,-50.0,1.56,0
1214,32.0,10,3,7,0,1,0,1,5,4,62,7.0,999,0,3,-46.2,1.266,1
1215,57.0,1,1,7,2,1,1,0,11,5,65,1.0,999,0,3,-42.0,4.021,1
1216,34.0,10,3,6,0,0,0,0,10,4,138,1.0,999,1,1,-26.9,0.74,1
1217,42.0,10,2,6,0,1,0,0,8,1,386,2.0,999,0,3,-36.1,4.965,1
1218,26.0,2,2,3,2,1,0,0,7,2,250,2.0,999,0,3,-42.7,4.962,1
1219,42.0,7,2,6,2,0,0,0,5,5,160,1.0,999,1,1,-46.2,1.25,1
1220,31.0,1,3,7,0,1,0,0,4,1,201,3.0,999,0,3,-47.1,1.405,1
1221,30.0,1,2,4,2,1,0,1,6,1,69,2.0,999,0,3,-41.8,4.961,1
1222,39.0,4,2,6,0,1,0,0,8,5,192,2.0,999,0,3,-36.1,4.964,1
1223,32.0,9,2,6,0,1,0,0,8,1,540,2.0,999,0,3,-31.4,0.884,1
1224,39.0,2,2,3,0,1,0,0,11,1,57,4.0,999,1,1,-42.0,4.191,1
1225,59.0,1,2,4,0,0,0,0,5,3,232,2.0,999,1,1,-46.2,1.334,1
1226,35.0,8,1,3,0,0,0,0,4,3,188,1.0,999,0,3,-47.1,1.445,1
1227,24.0,9,3,8,0,1,0,0,9,3,222,1.0,17,4,1,-37.5,0.886,1
1228,31.0,1,3,4,0,0,0,0,11,1,560,2.0,999,0,3,-42.0,4.191,1
1229,66.0,6,2,4,0,0,0,0,7,2,475,1.0,999,0,3,-40.3,0.835,0
1230,25.0,5,3,7,0,1,0,1,5,3,126,4.0,999,0,3,-36.4,4.857,1
1231,35.0,2,2,3,0,1,0,0,11,1,212,1.0,999,2,1,-50.8,1.05,1
1232,42.0,1,2,7,0,0,0,1,5,1,67,2.0,999,0,3,-36.4,4.857,1
1233,54.0,6,2,4,0,1,0,1,5,2,234,2.0,999,0,3,-36.4,4.857,1
1234,47.0,2,2,6,0,0,0,0,7,1,86,2.0,999,0,3,-42.7,4.962,1
1235,59.0,12,2,8,2,0,0,1,6,4,701,1.0,999,0,3,-41.8,4.866,0
1236,28.0,3,3,6,0,1,0,0,5,1,240,1.0,999,0,3,-46.2,1.299,1
1237,50.0,1,1,7,0,1,0,1,11,5,70,1.0,999,0,3,-42.0,4.021,1
1238,36.0,1,3,7,0,0,0,0,8,2,260,1.0,999,0,3,-36.1,4.963,1
1239,53.0,5,1,7,0,0,1,0,11,5,368,2.0,3,1,2,-30.1,0.716,0
1240,34.0,10,2,6,0,1,0,0,10,3,442,2.0,8,1,2,-26.9,0.735,0
1241,32.0,1,3,7,2,1,0,1,5,3,229,3.0,999,0,3,-36.4,4.856,1
1242,38.0,1,2,3,2,1,0,1,6,5,514,2.0,999,0,3,-41.8,4.967,1
1243,46.0,8,1,3,0,2,2,0,5,3,222,1.0,999,0,3,-46.2,1.334,1
1244,48.0,1,1,7,0,1,0,1,5,5,224,4.0,999,0,3,-36.4,4.864,1
1245,49.0,1,2,4,0,1,0,0,8,3,668,2.0,15,1,2,-31.4,0.879,0
1246,33.0,8,2,3,2,1,0,0,7,3,133,2.0,999,0,3,-42.7,4.962,1
1247,40.0,2,1,6,0,0,0,0,6,3,210,2.0,999,0,3,-40.8,1.26,0
1248,44.0,2,2,6,2,1,0,1,6,3,43,1.0,999,0,3,-41.8,4.958,1
1249,46.0,10,2,6,0,0,0,0,8,1,194,5.0,999,0,3,-36.1,4.965,1
1250,31.0,9,3,4,0,1,1,0,11,2,107,1.0,999,0,3,-42.0,4.153,1
1251,41.0,2,2,3,0,0,0,0,5,5,212,1.0,999,0,3,-46.2,1.313,1
1252,41.0,10,2,6,0,0,0,1,5,1,412,1.0,999,0,3,-36.4,4.857,1
1253,37.0,10,3,7,0,1,0,0,8,2,481,2.0,999,4,1,-38.3,0.899,0
1254,34.0,1,1,4,0,0,0,0,11,2,492,2.0,6,3,2,-30.1,0.716,1
1255,40.0,5,2,7,0,0,0,0,4,1,31,3.0,999,0,3,-47.1,1.405,1
1256,36.0,10,2,7,0,0,0,1,6,2,107,4.0,999,0,3,-41.8,4.961,1
1257,29.0,3,2,7,0,1,1,0,11,4,265,3.0,999,0,3,-42.0,4.076,1
1258,40.0,1,3,7,0,0,0,0,7,2,490,1.0,999,0,3,-42.7,4.961,1
1259,30.0,1,3,7,0,0,0,0,8,2,156,1.0,999,2,1,-31.4,0.883,1
1260,57.0,10,2,7,0,0,0,0,5,1,200,6.0,999,1,1,-46.2,1.299,1
1261,42.0,2,2,1,0,0,0,1,5,2,135,1.0,999,0,3,-36.4,4.856,1
1262,24.0,9,3,4,2,1,0,0,8,5,319,1.0,999,1,1,-31.4,0.869,1
1263,47.0,1,2,7,0,0,0,0,8,1,384,6.0,999,0,3,-36.1,4.963,0
1264,30.0,10,1,4,0,0,0,0,8,4,494,4.0,999,0,3,-36.1,4.963,1
1265,80.0,6,2,1,0,1,1,0,10,2,78,1.0,999,1,1,-26.9,0.742,1
1266,32.0,2,2,3,0,0,0,0,7,1,240,3.0,999,0,3,-42.7,4.962,1
1267,56.0,6,1,7,0,1,0,0,6,1,164,1.0,3,1,2,-40.8,1.266,1
1268,52.0,5,2,7,0,2,2,0,11,2,486,1.0,999,0,3,-42.0,4.153,0
1269,26.0,1,3,7,0,1,0,0,7,3,153,1.0,999,0,3,-33.6,1.029,0
1270,43.0,2,2,4,2,1,0,0,7,1,245,1.0,999,0,3,-42.7,4.96,1
1271,27.0,1,3,4,0,1,1,0,5,3,196,3.0,999,1,1,-46.2,1.281,1
1272,36.0,1,1,7,0,1,0,1,6,5,112,3.0,999,0,3,-41.8,4.959,1
1273,31.0,1,3,7,0,0,1,0,6,2,210,1.0,999,0,3,-40.8,1.262,1
1274,53.0,11,2,3,2,1,0,0,5,2,67,4.0,999,0,3,-46.2,1.344,1
1275,29.0,2,3,7,0,0,0,1,6,3,126,2.0,999,0,3,-41.8,4.864,1
1276,52.0,11,2,4,0,1,0,1,6,2,235,2.0,999,0,3,-41.8,4.961,1
1277,56.0,2,2,3,0,2,2,0,8,1,68,1.0,999,0,3,-36.1,4.97,1
1278,54.0,8,1,4,2,1,0,1,5,5,216,1.0,999,0,3,-36.4,4.859,1
1279,36.0,5,2,7,0,0,0,0,6,2,867,1.0,3,2,2,-39.8,0.737,0
1280,29.0,10,3,7,0,1,0,0,4,1,210,2.0,999,0,3,-47.1,1.405,1
1281,27.0,1,3,4,2,1,0,0,7,4,87,1.0,999,0,3,-42.7,4.958,1
1282,32.0,1,2,7,0,0,0,0,6,2,596,1.0,999,0,3,-40.8,1.262,0
1283,42.0,2,2,2,2,0,0,0,7,2,109,2.0,999,0,3,-42.7,4.962,1
1284,29.0,1,3,7,2,1,0,0,8,5,156,1.0,999,0,3,-36.1,4.966,1
1285,38.0,10,2,7,0,1,0,0,8,2,178,1.0,999,0,3,-36.1,4.963,1
1286,54.0,5,2,4,2,1,0,0,5,1,254,2.0,999,1,1,-46.2,1.299,1
1287,33.0,10,3,7,0,1,0,0,5,1,340,1.0,999,1,1,-46.2,1.299,1
1288,31.0,2,2,2,0,0,0,0,7,5,255,2.0,999,0,3,-42.7,4.963,1
1289,38.0,5,2,4,2,1,0,0,4,5,143,1.0,999,0,3,-47.1,1.405,1
1290,39.0,4,1,3,0,1,0,1,6,1,154,2.0,999,0,3,-41.8,4.865,1
1291,34.0,1,2,7,0,0,0,0,10,4,401,1.0,999,0,3,-26.9,0.722,0
1292,40.0,2,2,1,0,0,0,1,6,1,258,2.0,999,0,3,-41.8,4.961,1
1293,43.0,1,1,4,0,0,0,1,6,2,319,1.0,999,0,3,-41.8,4.864,1
1294,39.0,2,2,3,0,0,0,0,5,2,163,1.0,999,0,3,-46.2,1.344,1
1295,41.0,2,2,3,0,0,0,1,5,4,500,1.0,999,0,3,-36.4,4.86,0
1296,43.0,1,2,7,2,1,0,0,7,2,112,2.0,999,0,3,-42.7,4.961,1
1297,52.0,6,2,6,0,1,0,0,7,3,53,3.0,999,0,3,-42.7,4.962,1
1298,27.0,2,2,3,0,0,0,0,5,4,267,1.0,999,1,1,-46.2,1.327,1
1299,36.0,7,1,6,0,1,0,0,8,3,157,1.0,999,0,3,-36.1,4.964,1
1300,33.0,8,2,4,0,0,0,0,5,3,106,1.0,999,0,3,-46.2,1.334,1
1301,30.0,1,3,4,0,1,1,0,11,3,236,3.0,999,0,3,-42.0,4.12,1
1302,27.0,8,3,6,0,1,1,1,5,2,271,1.0,999,0,3,-36.4,4.857,1
1303,47.0,5,2,7,0,1,0,0,8,1,145,3.0,3,2,2,-38.3,0.904,1
1304,57.0,2,2,3,0,0,0,0,4,2,304,1.0,999,0,3,-47.1,1.453,1
1305,25.0,2,3,4,2,0,1,0,5,4,338,3.0,999,0,3,-46.2,1.266,1
1306,40.0,8,2,4,0,0,1,0,7,1,162,4.0,999,0,3,-42.7,4.96,1
1307,40.0,8,2,3,2,1,0,0,7,4,1206,4.0,999,0,3,-42.7,4.962,1
1308,44.0,1,2,4,0,1,0,1,5,5,43,5.0,999,0,3,-36.4,4.864,1
1309,31.0,2,2,2,0,1,0,1,5,1,212,2.0,999,0,3,-36.4,4.857,1
1310,19.0,9,3,8,0,0,0,0,4,5,108,5.0,999,0,3,-47.1,1.405,1
1311,44.0,8,2,4,0,1,0,0,5,1,144,3.0,999,0,3,-46.2,1.244,1
1312,55.0,1,2,7,0,1,1,0,4,1,204,3.0,999,0,3,-47.1,1.405,1
1313,29.0,11,3,7,0,0,0,1,6,5,6,17.0,999,0,3,-41.8,4.959,1
1314,33.0,1,2,7,0,0,0,1,6,5,80,1.0,999,0,3,-39.8,0.732,1
1315,36.0,2,2,2,0,1,0,0,7,2,864,4.0,999,0,3,-42.7,4.961,0
1316,31.0,1,2,7,0,1,0,0,8,3,109,3.0,999,0,3,-36.1,4.965,1
1317,38.0,8,2,2,0,0,0,1,5,2,532,2.0,999,0,3,-36.4,4.857,1
1318,36.0,2,2,3,2,1,0,1,5,4,744,6.0,999,0,3,-36.4,4.86,1
1319,52.0,2,2,1,2,1,0,0,7,5,36,1.0,999,0,3,-42.7,4.962,1
1320,39.0,11,1,3,2,0,0,1,6,5,638,9.0,999,0,3,-41.8,4.959,1
1321,33.0,2,2,1,0,0,0,0,5,2,93,5.0,999,0,3,-46.2,1.291,1
1322,45.0,11,1,2,0,2,2,0,5,3,135,3.0,999,0,3,-46.2,1.281,1
1323,43.0,8,2,2,0,0,0,0,9,2,115,1.0,999,0,3,-29.8,0.75,1
1324,33.0,2,2,3,0,0,1,1,5,5,84,4.0,999,0,3,-36.4,4.859,1
1325,32.0,10,3,4,0,0,0,0,8,2,162,10.0,999,0,3,-36.1,4.965,1
1326,36.0,2,2,3,0,1,0,0,7,1,80,3.0,999,0,3,-42.7,4.962,1
1327,26.0,8,3,4,0,0,0,1,5,5,177,4.0,999,0,3,-36.4,4.859,1
1328,57.0,6,3,6,0,0,0,1,5,2,249,3.0,999,0,3,-36.4,4.856,1
1329,48.0,1,2,4,0,0,0,1,5,1,357,1.0,999,0,3,-36.4,4.857,1
1330,30.0,8,3,4,2,0,0,1,5,5,156,2.0,999,0,3,-36.4,4.857,1
1331,50.0,3,2,8,2,1,0,0,7,2,244,3.0,999,0,3,-42.7,4.962,1
1332,43.0,1,3,7,0,1,0,0,4,1,670,4.0,11,1,2,-47.1,1.405,0
1333,57.0,10,2,6,0,1,0,1,5,2,402,4.0,999,0,3,-36.4,4.857,1
1334,44.0,10,1,6,0,0,1,1,7,1,107,3.0,999,0,3,-42.7,4.962,1
1335,43.0,1,2,7,0,2,2,0,8,1,72,2.0,999,0,3,-36.1,4.965,1
1336,41.0,10,2,4,0,1,1,1,5,4,177,2.0,999,0,3,-36.4,4.855,1
1337,61.0,12,3,1,0,1,0,0,5,2,574,1.0,3,1,2,-46.2,1.266,1
1338,27.0,2,3,3,0,0,0,0,5,5,167,2.0,999,1,1,-46.2,1.25,1
1339,31.0,10,2,6,0,0,0,0,7,4,3643,1.0,999,0,3,-42.7,4.963,0
1340,45.0,2,1,1,0,0,0,0,7,3,87,1.0,999,0,3,-42.7,4.962,1
1341,30.0,7,2,6,0,0,0,1,6,5,101,2.0,999,0,3,-41.8,4.967,1
1342,47.0,1,3,3,0,1,1,0,7,4,392,2.0,6,1,2,-40.3,0.846,0
1343,30.0,7,3,7,0,1,0,1,5,4,244,2.0,999,0,3,-36.4,4.86,1
1344,51.0,5,2,1,0,1,0,0,7,4,47,2.0,999,0,3,-42.7,4.968,1
1345,42.0,1,2,7,0,1,0,0,8,2,84,4.0,999,0,3,-36.1,4.965,1
1346,33.0,11,1,6,0,1,0,1,6,2,353,1.0,999,0,3,-41.8,4.961,1
1347,57.0,7,2,7,2,0,0,1,6,2,187,7.0,999,0,3,-41.8,4.961,1
1348,49.0,3,2,7,0,0,0,1,5,5,110,1.0,999,0,3,-36.4,4.857,1
1349,54.0,11,2,6,0,1,0,1,11,4,200,2.0,10,4,1,-50.8,1.041,1
1350,45.0,10,2,6,0,1,0,0,5,3,207,5.0,999,0,3,-46.2,1.27,1
1351,49.0,11,1,3,2,0,0,0,7,1,326,3.0,999,0,3,-42.7,4.96,1
1352,29.0,5,3,4,0,1,0,0,4,4,329,2.0,999,1,1,-47.1,1.365,1
1353,39.0,10,3,6,2,0,0,0,8,4,199,4.0,999,0,3,-36.1,4.962,1
1354,43.0,2,2,1,0,0,0,1,5,4,111,1.0,999,0,3,-36.4,4.86,1
1355,46.0,8,1,4,0,1,0,1,5,2,78,1.0,999,0,3,-36.4,4.857,1
1356,56.0,10,2,6,2,0,1,1,5,1,24,1.0,999,0,3,-36.4,4.857,1
1357,27.0,2,1,8,0,0,0,0,7,4,193,2.0,999,0,3,-42.7,4.958,1
1358,50.0,2,2,1,2,0,0,1,5,4,18,16.0,999,0,3,-36.4,4.86,1
1359,30.0,2,2,4,0,1,1,0,11,4,2453,2.0,999,0,3,-42.0,4.076,0
1360,32.0,1,3,7,0,1,0,0,9,4,150,2.0,10,3,2,-37.5,0.884,0
1361,38.0,11,1,4,2,1,0,0,5,4,43,3.0,999,0,3,-46.2,1.327,1
1362,38.0,2,2,2,2,1,0,0,7,5,136,1.0,999,0,3,-42.7,4.963,1
1363,35.0,2,2,3,2,1,0,0,5,4,282,1.0,999,1,1,-46.2,1.327,1
